year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
1979-01-01,40,Luxembourg,2.5610000000000004,21.9,June 1979,Democratic Party,56.0859
1979-01-01,50,Luxembourg,2.4019999999999997,36.4,June 1979,Christian Social People’s Party,87.43279999999999
1984-01-01,10,Luxembourg,4.1,4.2,June 1984,Green Alternative,17.22
1984-01-01,20,Luxembourg,0.135,4.4,June 1984,Communist Party of Luxembourg,0.5940000000000001
1984-01-01,30,Luxembourg,2.18,31.8,June 1984,Socialist Workers’ Party of Luxembourg,69.32400000000001
1984-01-01,40,Luxembourg,0.387,20.4,June 1984,Democratic Party,7.8948
1984-01-01,50,Luxembourg,0.6990000000000001,36.6,June 1984,Christian Social People’s Party,25.583400000000005
1989-01-01,10,Luxembourg,0.6,3.7,June 1989,Green Left Ecological Initiative,2.22
1989-01-01,10,Luxembourg,8.0,3.7,June 1989,Green Alternative,29.6
1989-01-01,20,Luxembourg,1.463,4.4,June 1989,Communist Party of Luxembourg,6.437200000000001
1989-01-01,30,Luxembourg,4.4,26.2,June 1989,Socialist Workers’ Party of Luxembourg,115.28
1989-01-01,40,Luxembourg,2.6,17.2,June 1989,Democratic Party,44.72
1989-01-01,50,Luxembourg,2.6,32.4,June 1989,Christian Social People’s Party,84.24
1989-01-01,95,Luxembourg,6.545,7.9,June 1989,Action Committee for Democracy and Pension Justice,51.7055
1994-01-01,10,Luxembourg,1.235,9.9,June 1994,Green Left Ecological Initiative - Green Alternative,12.226500000000001
1994-01-01,30,Luxembourg,1.4709999999999999,25.4,June 1994,Socialist Workers’ Party of Luxembourg,37.36339999999999
1994-01-01,40,Luxembourg,0.5760000000000001,19.3,June 1994,Democratic Party,11.116800000000001
1994-01-01,50,Luxembourg,2.208,30.3,June 1994,Christian Social People’s Party,66.9024
1994-01-01,95,Luxembourg,6.545,9.0,June 1994,Action Committee for Democracy and Pension Justice,58.905
1999-01-01,10,Luxembourg,7.638999999999999,9.6,June 1999,Green Left Ecological Initiative - Green Alternative,73.33439999999999
1999-01-01,30,Luxembourg,6.882999999999999,22.2,June 1999,Socialist Workers’ Party of Luxembourg,152.80259999999998
1999-01-01,40,Luxembourg,2.5869999999999997,22.4,June 1999,Democratic Party,57.94879999999999
1999-01-01,50,Luxembourg,3.346,30.1,June 1999,Christian Social People’s Party,100.7146
1999-01-01,95,Luxembourg,8.187,10.4,June 1999,Action Committee for Democracy and Pension Justice,85.1448
2004-01-01,10,Luxembourg,5.791,11.58,June 2004,The Greens,67.05978
2004-01-01,30,Luxembourg,2.346,23.373,June 2004,Socialist Workers’ Party of Luxembourg,54.833058
2004-01-01,40,Luxembourg,1.746,16.048,June 2004,Democratic Party,28.019807999999998
2004-01-01,50,Luxembourg,2.0340000000000003,36.111999999999995,June 2004,Christian Social People’s Party,73.451808
2004-01-01,95,Luxembourg,2.324,9.947,June 2004,Action Committee for Democracy and Pension Justice,23.116827999999998
2009-01-01,10,Luxembourg,3.8110000000000004,11.704,June 2009,The Greens,44.603944000000006
2009-01-01,20,Luxembourg,10.366,3.286,June 2009,The Left,34.062675999999996
2009-01-01,30,Luxembourg,3.2880000000000003,21.548000000000002,June 2009,Socialist Workers’ Party of Luxembourg,70.84982400000001
2009-01-01,40,Luxembourg,3.009,14.972999999999999,June 2009,Democratic Party,45.053757
2009-01-01,50,Luxembourg,2.6510000000000002,38.006,June 2009,Christian Social People’s Party,100.75390600000001
2009-01-01,95,Luxembourg,3.346,8.127,June 2009,Alternative Democatic Reform Party,27.192942000000002
2013-01-01,10,Luxembourg,5.1739999999999995,10.13,October 2013,The Greens,52.41262
2013-01-01,20,Luxembourg,10.859000000000002,4.937,October 2013,The Left,53.61088300000001
2013-01-01,30,Luxembourg,5.8870000000000005,20.282,October 2013,Socialist Workers’ Party of Luxembourg,119.40013400000001
2013-01-01,40,Luxembourg,2.342,18.246,October 2013,Democratic Party,42.732132
2013-01-01,50,Luxembourg,3.7,33.681,October 2013,Christian Social People’s Party,124.6197
2013-01-01,95,Luxembourg,1.8119999999999998,6.643,October 2013,Alternative Democatic Reform Party,12.037116
1946-01-01,20,France,4.878,28.585,November 1946,French Communist Party,139.43763
1946-01-01,30,France,3.8789999999999996,17.872,November 1946,French Section of the Workers' International,69.32548799999999
1946-01-01,40,France,2.1390000000000002,12.401,November 1946,Radical Socialist Party,26.525739
1946-01-01,50,France,1.045,26.340999999999998,November 1946,Popular Republican Movement,27.526344999999996
1946-01-01,60,France,0.862,1.6280000000000001,November 1946,Rally for the French People - Gaullists,1.4033360000000001
1946-01-01,60,France,1.6440000000000001,12.839,November 1946,Republican Party of Liberty - Conservatives,21.107316
1951-01-01,20,France,6.818000000000001,26.434,June 1951,French Communist Party,180.22701200000003
1951-01-01,30,France,4.046,14.349,June 1951,French Section of the Workers' International,58.056054
1951-01-01,40,France,3.07,9.868,June 1951,Radical Socialist Party,30.29476
1951-01-01,50,France,2.235,12.388,June 1951,Popular Republican Movement,27.687179999999998
1951-01-01,60,France,0.862,21.566999999999997,June 1951,Rally for the French People - Gaullists,18.590753999999997
1951-01-01,60,France,1.6480000000000001,13.89,June 1951,National Centre of Independents and Peasants - Conservatives,22.89072
1956-01-01,20,France,4.249,25.659000000000002,January 1956,French Communist Party,109.025091
1956-01-01,30,France,8.943,15.110999999999999,January 1956,French Section of the Workers' International,135.13767299999998
1956-01-01,40,France,4.0,15.017999999999999,January 1956,Radical Socialist Party,60.071999999999996
1956-01-01,50,France,3.425,11.011,January 1956,Popular Republican Movement,37.712675
1956-01-01,60,France,2.681,3.92,January 1956,Rally for the French People - Gaullists,10.50952
1956-01-01,60,France,1.653,15.159,January 1956,National Centre of Independents and Peasants - Conservatives,25.057827000000003
1956-01-01,60,France,1.37,11.558,January 1956,Union for the Defence of Traders and Artisans - Poujadists,15.834460000000002
1958-01-01,20,France,0.0,18.886,November 1958,French Communist Party,0.0
1958-01-01,30,France,0.0,15.475999999999999,November 1958,French Section of the Workers' International,0.0
1958-01-01,40,France,12.0,9.651,November 1958,Radical Socialist Party,115.812
1958-01-01,50,France,5.7,11.09,November 1958,Popular Republican Movement,63.213
1958-01-01,60,France,4.5,20.638,November 1958,Union for the New Republic - Gaullists,92.87100000000001
1958-01-01,60,France,2.9,19.964000000000002,November 1958,National Centre of Independents and Peasants - Conservatives,57.8956
1962-01-01,20,France,9.4,21.875,November 1962,French Communist Party,205.625
1962-01-01,30,France,8.0,12.432,November 1962,French Section of the Workers' International,99.456
1962-01-01,40,France,0.0,7.421,November 1962,Radical Socialist Party,0.0
1962-01-01,50,France,10.0,7.875,November 1962,Popular Republican Movement,78.75
1962-01-01,60,France,3.7,33.696,November 1962,Union for the New Republic - Gaullists,124.6752
1962-01-01,60,France,4.5,11.515,November 1962,National Centre of Independents and Peasants - Conservatives,51.8175
1967-01-01,20,France,5.3,22.506,March 1967,French Communist Party,119.2818
1967-01-01,30,France,7.5,11.37,March 1967,French Section of the Workers' International,85.27499999999999
1967-01-01,40,France,7.5,7.53,March 1967,Radical Socialist Party,56.475
1967-01-01,50,France,0.0,14.093,March 1967,Democratic Centre,0.0
1967-01-01,60,France,10.8,32.953,March 1967,Democratic Union of the Fifth Republic - Gaulists,355.89240000000007
1967-01-01,60,France,4.5,3.26,March 1967,National Centre of Independents and Peasants - Conservatives,14.669999999999998
1968-01-01,20,France,8.700000000000001,20.024,June 1968,French Communist Party,174.20880000000002
1968-01-01,30,France,6.8,9.86,June 1968,French Section of the Workers' International,67.04799999999999
1968-01-01,40,France,6.8,6.67,June 1968,Radical Socialist Party,45.356
1968-01-01,50,France,4.2,10.470999999999998,June 1968,Progress and Modern Democracy,43.978199999999994
1968-01-01,60,France,7.8,38.029,June 1968,Union for the Defence of the Republic - Gaullists,296.62620000000004
1968-01-01,60,France,4.5,1.94,June 1968,National Centre of Independents and Peasants - Conservatives,8.73
1973-01-01,20,France,6.600000000000001,21.41,March 1973,French Communist Party,141.30600000000004
1973-01-01,30,France,6.9,19.102999999999998,March 1973,Socialist Party,131.8107
1973-01-01,50,France,4.2,3.85,March 1973,"Centre, Democracy and Progress",16.17
1973-01-01,50,France,9.0,13.3,March 1973,Reformers’ Movement,119.7
1973-01-01,60,France,5.5,25.965999999999998,March 1973,Union of Democrats for the Republic - Gaullists,142.813
1973-01-01,60,France,4.5,3.41,March 1973,National Centre of Independents and Peasants - Conservatives,15.345
1978-01-01,20,France,8.700000000000001,20.612,March 1978,French Communist Party,179.3244
1978-01-01,30,France,6.4,22.789,March 1978,Socialist Party,145.8496
1978-01-01,60,France,5.5,22.835,March 1978,Rally for the Republic - Gaullists,125.5925
1978-01-01,60,France,4.5,1.87,March 1978,National Centre of Independents and Peasants - Conservatives,8.415000000000001
1978-01-01,60,France,0.0,22.017,March 1978,Union for French Democracy,0.0
1981-01-01,20,France,10.7,16.125999999999998,June 1981,French Communist Party,172.54819999999995
1981-01-01,30,France,5.2,36.57,June 1981,Socialist Party,190.16400000000002
1981-01-01,60,France,6.3,21.241999999999997,June 1981,Union for a New Majority - Gaullists/Conservatives,133.82459999999998
1981-01-01,60,France,6.3,2.72,June 1981,Union for a New Majority - Conservatives/Gaullists,17.136
1981-01-01,60,France,0.0,18.945,June 1981,Union for French Democracy,0.0
1986-01-01,20,France,12.6,9.688,March 1986,French Communist Party,122.06880000000001
1986-01-01,30,France,12.2,31.299,March 1986,Socialist Party,381.84779999999995
1986-01-01,60,France,2.5,26.843000000000004,March 1986,Union for a New Majority - Gaullists/Conservatives,67.10750000000002
1986-01-01,60,France,6.3,1.92,March 1986,Union for a New Majority - Conservatives/Gaullists,12.096
1986-01-01,60,France,0.0,15.829,March 1986,Union for French Democracy,0.0
1986-01-01,70,France,0.746,9.828,March 1986,National Front,7.331688
1988-01-01,20,France,9.1,11.175,June 1988,French Communist Party,101.6925
1988-01-01,30,France,12.7,36.556999999999995,June 1988,Socialist Party,464.2738999999999
1988-01-01,60,France,6.4,19.076,June 1988,Union for a New Majority - Gaullists/Conservatives,122.08640000000001
1988-01-01,60,France,6.3,2.73,June 1988,Union for a New Majority - Conservatives/Gaullists,17.198999999999998
1988-01-01,60,France,0.0,18.574,June 1988,Union for French Democracy,0.0
1988-01-01,70,France,0.373,9.788,June 1988,National Front,3.6509240000000003
1993-01-01,10,France,6.154,7.84,March 1993,The Greens,48.24736
1993-01-01,20,France,6.803,9.14,March 1993,French Communist Party,62.17942
1993-01-01,30,France,6.4,19.04,March 1993,Socialist Party,121.856
1993-01-01,60,France,0.0,19.62,March 1993,Union for French Democracy,0.0
1993-01-01,60,France,4.724,20.24,March 1993,Rally for the Republic,95.61376
1993-01-01,70,France,0.373,12.68,March 1993,National Front,4.72964
1997-01-01,10,France,12.5,3.592,May 1997,The Greens,44.9
1997-01-01,10,France,4.878,2.674,May 1997,Ecology Generation,13.043772
1997-01-01,20,France,14.286,9.901,May 1997,French Communist Party,141.445686
1997-01-01,30,France,11.888,25.484,May 1997,Socialist Party,302.953792
1997-01-01,60,France,8.197000000000001,14.689,May 1997,Union for French Democracy,120.40573300000001
1997-01-01,60,France,8.197000000000001,16.801,May 1997,Rally for the Republic,137.717797
1997-01-01,70,France,0.0,14.932,May 1997,National Front,0.0
2002-01-01,10,France,11.277999999999999,4.44,June 2002,The Greens,50.07432
2002-01-01,20,France,13.75,4.91,June 2002,French Communist Party,67.5125
2002-01-01,30,France,12.644,25.29,June 2002,Socialist Party,319.76676
2002-01-01,60,France,1.4409999999999998,4.79,June 2002,Union for French Democracy,6.90239
2002-01-01,60,France,3.286,33.37,June 2002,Union for the Presidential Majority,109.65382
2002-01-01,70,France,0.6409999999999999,11.12,June 2002,National Front,7.127919999999999
2007-01-01,10,France,7.962999999999999,3.2510000000000003,June 2007,The Greens,25.887713
2007-01-01,20,France,8.0,4.287,June 2007,French Communist Party,34.296
2007-01-01,30,France,6.645,24.733,June 2007,Socialist Party,164.350785
2007-01-01,60,France,5.822,7.6129999999999995,June 2007,Democratic Movement,44.322886
2007-01-01,60,France,3.891,39.54,June 2007,Union for a Popular Movement,153.85014
2007-01-01,70,France,1.143,4.289,June 2007,National Front,4.902327
2012-01-01,20,France,9.371,6.909,June 2012,Left Front,64.74423900000001
2012-01-01,10,France,5.132999999999999,5.465,June 2012,Europe Ecology - The Greens,28.051844999999993
2012-01-01,20,France,7.86,1.653,June 2012,Left Radical Party,12.99258
2012-01-01,30,France,6.542000000000001,29.354,June 2012,Socialist Party,192.033868
2012-01-01,40,France,4.196000000000001,1.237,June 2012,Radical Party,5.190452000000001
2012-01-01,60,France,6.295,1.765,June 2012,Democratic Movement,11.110674999999999
2012-01-01,60,France,2.7539999999999996,27.116,June 2012,Union for a Popular Movement,74.67746399999999
2012-01-01,60,France,12.639000000000001,2.1959999999999997,June 2012,New Centre,27.755243999999998
2012-01-01,60,France,1.389,0.601,June 2012,Centrist Alliance,0.834789
2012-01-01,70,France,1.347,13.595999999999998,June 2012,National Front,18.313812
2017-01-01,10,France,6.818000000000001,4.297,June 2017,Europe Ecology - The Greens,29.296946000000005
2017-01-01,20,France,8.333,2.717,June 2017,French Communist Party,22.640761
2017-01-01,20,France,4.842000000000001,0.469,June 2017,Left Radical Party,2.2708980000000007
2017-01-01,20,France,7.018,11.025,June 2017,Indomitable France,77.37345
2017-01-01,30,France,9.211,7.441,June 2017,Socialist Party,68.539051
2017-01-01,40,France,11.878,28.212,June 2017,Republic Onwards!,335.102136
2017-01-01,40,France,7.393,3.034,June 2017,Union of Democrats and Independents,22.430362
2017-01-01,60,France,7.08,4.115,June 2017,Democratic Movement,29.134200000000003
2017-01-01,60,France,7.393,15.774000000000001,June 2017,The Republicans,116.617182
2017-01-01,70,France,5.858000000000001,13.2,June 2017,National Front,77.32560000000001
1946-01-01,20,Italy,1.19,18.935,June 1946,Italian Communist Party,22.532649999999997
1946-01-01,30,Italy,1.515,20.705,June 1946,Italian Socialist Party,31.368074999999994
1946-01-01,40,Italy,1.587,4.783,June 1946,Italian Republican Party,7.5906210000000005
1946-01-01,40,Italy,3.125,6.778,June 1946,Italian Liberal Party,21.18125
1946-01-01,50,Italy,8.333,35.204,June 1946,Christian Democrats,293.354932
1948-01-01,20,Italy,11.429,22.176,April 1948,Italian Communist Party,253.449504
1948-01-01,30,Italy,6.897,8.800000000000002,April 1948,Italian Socialist Party,60.69360000000002
1948-01-01,30,Italy,0.0,7.074,April 1948,Socialist Party of Italian Workers,0.0
1948-01-01,40,Italy,5.172000000000001,2.484,April 1948,Italian Republican Party,12.847248000000002
1948-01-01,40,Italy,0.0,3.825,April 1948,Italian Liberal Party,0.0
1948-01-01,50,Italy,2.381,48.503,April 1948,Christian Democrats,115.485643
1948-01-01,70,Italy,1.724,2.005,April 1948,Italian Social Movement,3.4566199999999996
1953-01-01,20,Italy,2.247,22.596,June 1953,Italian Communist Party,50.773212
1953-01-01,30,Italy,0.0,12.702,June 1953,Italian Socialist Party,0.0
1953-01-01,30,Italy,3.571,4.515,June 1953,Italian Democratic Socialist Party,16.123065
1953-01-01,40,Italy,3.9019999999999997,1.617,June 1953,Italian Republican Party,6.309533999999999
1953-01-01,40,Italy,0.917,3.013,June 1953,Italian Liberal Party,2.762921
1953-01-01,50,Italy,4.255,40.1,June 1953,Christian Democrats,170.6255
1953-01-01,70,Italy,5.031000000000001,5.832999999999999,June 1953,Italian Social Movement,29.345823
1958-01-01,20,Italy,1.34,22.680999999999997,May 1958,Italian Communist Party,30.392539999999997
1958-01-01,30,Italy,0.556,14.231,May 1958,Italian Socialist Party,7.9124360000000005
1958-01-01,30,Italy,2.778,4.552,May 1958,Italian Democratic Socialist Party,12.645456
1958-01-01,40,Italy,2.6319999999999997,1.3730000000000002,May 1958,Italian Republican Party,3.6137360000000003
1958-01-01,40,Italy,0.0,3.5439999999999996,May 1958,Italian Liberal Party,0.0
1958-01-01,50,Italy,0.0,42.355,May 1958,Christian Democrats,0.0
1958-01-01,70,Italy,1.274,4.762,May 1958,Italian Social Movement,6.066788
1963-01-01,20,Italy,0.0,25.256,April 1963,Italian Communist Party,0.0
1963-01-01,30,Italy,0.0,13.841,April 1963,Italian Socialist Party,0.0
1963-01-01,30,Italy,0.0,6.101,April 1963,Italian Democratic Socialist Party,0.0
1963-01-01,40,Italy,2.407,1.367,April 1963,Italian Republican Party,3.290369
1963-01-01,40,Italy,0.0,6.97,April 1963,Italian Liberal Party,0.0
1963-01-01,50,Italy,2.092,38.186,April 1963,Christian Democrats,79.885112
1963-01-01,70,Italy,0.0,5.104,April 1963,Italian Social Movement,0.0
1968-01-01,20,Italy,0.6779999999999999,26.906999999999996,May 1968,Italian Communist Party,18.242945999999996
1968-01-01,30,Italy,0.0,14.482000000000001,May 1968,Unified Italian Socialist Party-Italian Democratic Socialist Party,0.0
1968-01-01,40,Italy,0.0,1.97,May 1968,Italian Republican Party,0.0
1968-01-01,40,Italy,0.581,5.82,May 1968,Italian Liberal Party,3.38142
1968-01-01,50,Italy,0.0,39.012,May 1968,Christian Democrats,0.0
1968-01-01,70,Italy,0.0,4.449,May 1968,Italian Social Movement,0.0
1972-01-01,20,Italy,0.955,27.153000000000002,May 1972,Italian Communist Party,25.931115000000002
1972-01-01,30,Italy,0.43700000000000006,9.605,May 1972,Italian Socialist Party,4.197385000000001
